translation,label,predicted,output_llm
"Tôi không kỳ thị đồng tính, nhưng khi Chúa nói về tình yêu thì chắc chắn không bao giờ ám chỉ tới người đồng tính đâu.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tôi không kỳ thị đồng tính, nhưng khi Chúa nói về tình yêu thì chắc chắn không bao giờ ám chỉ tới người đồng tính đâu. [/INST] Non HS. The text does not contain explicit or implicit hate speech. It is neutral in tone."
Cách tốt nhất để chọc giận ai đó là bảo họ trông như vừa từ hành tinh khác đáp xuống.,Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Cách tốt nhất để chọc giận ai đó là bảo họ trông như vừa từ hành tinh khác đáp xuống. [/INST] Implicit HS. The phrase ""bảo họ trông như vừa từ hành tinh khác đáp xuống"" can be interpreted as a veiled insult, implying that the person being referred to is from another planet and therefore not human or normal."
"Chào mọi người, mình đang tính cuối tuần này đi Katowice chơi nè.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chào mọi người, mình đang tính cuối tuần này đi Katowice chơi nè. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
"Anh ta chỉ đang cố gắng bảo vệ cô ấy thôi mà, chẳng có ý gì xấu đâu.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Anh ta chỉ đang cố gắng bảo vệ cô ấy thôi mà, chẳng có ý gì xấu đâu. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
"Lũ đồng tính chỉ không bị đối xử như bọn đáng phải chịu vì chúng là thiểu số, nhưng tốt nhất là nhốt chúng trong tù cho rồi.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Lũ đồng tính chỉ không bị đối xử như bọn đáng phải chịu vì chúng là thiểu số, nhưng tốt nhất là nhốt chúng trong tù cho rồi. [/INST] Explicit HS. The statement directly expresses a desire to harm or discriminate against a specific group."
"Bây giờ nhắc đến di dân cũng bị cho là phân biệt chủng tộc, đúng là quá nhạy cảm!",Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Bây giờ nhắc đến di dân cũng bị cho là phân biệt chủng tộc, đúng là quá nhạy cảm! [/INST] Implicit HS. The statement expresses disapproval of people being labeled based on race, but it does so in a subtle way by using the phrase ""quá nhạy cảm"" (too sensitive) to imply that those who are concerned about racial discrimination are overreacting."
Sao tụi nó không thấy văn hóa Hồi giáo trong sách lịch sử nhỉ? Có lẽ vì tất cả những gì bọn chúng làm là đánh bom để xuất hiện trên truyền thông.,Explicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Sao tụi nó không thấy văn hóa Hồi giáo trong sách lịch sử nhỉ? Có lẽ vì tất cả những gì bọn chúng làm là đánh bom để xuất hiện trên truyền thông. [/INST] Implicit HS. The statement contains a veiled criticism towards a specific group (Hồi giáo) by implying that they only seek media attention through bombing."
Những anh hùng trong tuyết (Thụy Điển) - Rock & Roll của Midgards Søner (Thụy Điển) - Oi !,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Những anh hùng trong tuyết (Thụy Điển) - Rock & Roll của Midgards Søner (Thụy Điển) - Oi ! [/INST] Non HS. The given text does not contain any explicit or implicit hate speech."
"Cảm ơn đã đến đông đủ, bài diễn thuyết này sẽ ""thành công"" hơn cả mong đợi đấy. #phảihướngpháixuyếnhãuxúcxích",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Cảm ơn đã đến đông đủ, bài diễn thuyết này sẽ ""thành công"" hơn cả mong đợi đấy. #phảihướngpháixuyếnhãuxúcxích [/INST] Explicit HS. The use of the word ""phải"" (must) and the hashtag ""#phảihướngpháixuyếnhãuxúcxích"" (which roughly translates to ""must forcefully persuade you all"") implies a direct and forceful tone, which is characteristic of explicit hate speech."
Chúng ta phải ngăn chặn bọn nhập cư hãm hiếp và bạo lực.,Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chúng ta phải ngăn chặn bọn nhập cư hãm hiếp và bạo lực. [/INST] Explicit HS. The use of the words ""hãm hiếp"" and ""bạo lực"" suggests a direct and explicit expression of hostility towards a specific group."
"Phụ nữ chỉ cần ngồi nhà, nấu ăn và lo chuyện gia đình thôi, có gì mà phải đi làm cho mệt.",Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Phụ nữ chỉ cần ngồi nhà, nấu ăn và lo chuyện gia đình thôi, có gì mà phải đi làm cho mệt. [/INST] Implicit HS. The statement implies a disdain for women who work outside the home. However, it does not directly attack or name specific individuals, making it implicit rather than explicit hate speech."
"Không hề có khái niệm dòng giống ""thuần chủng"" đâu nhé!",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Không hề có khái niệm dòng giống ""thuần chủng"" đâu nhé! [/INST] Non HS. The statement does not contain any explicit or implicit hate speech."
"Những người duy nhất mà tao gặp muốn thêm người tị nạn vào Anh dường như là mấy đứa không phải trả chi phí vì chúng nó không đóng thuế, và cả đám chẳng sống cùng với họ. Chủ yếu là lũ trẻ trâu thôi. Tụi bây không thấy là tao không có khả năng chứa cái đám người tị nạn đó à?",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Những người duy nhất mà tao gặp muốn thêm người tị nạn vào Anh dường như là mấy đứa không phải trả chi phí vì chúng nó không đóng thuế, và cả đám chẳng sống cùng với họ. Chủ yếu là lũ trẻ trâu thôi. Tụi bây không thấy là tao không có khả năng chứa cái đám người tị nạn đó à? [/INST] Explicit HS. The speaker expresses disdain and contempt towards a specific group of people."
"Người Do Thái không muốn con cái biết về Holocaust, đoán xem tại sao? Vì đó là trò lừa đảo!",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người Do Thái không muốn con cái biết về Holocaust, đoán xem tại sao? Vì đó là trò lừa đảo! [/INST] Explicit HS. The statement ""Vì đó là trò lừa đảo!"" implies a direct and explicit expression of disdain towards the topic of Holocaust."
cô ấy đã giúp mình rất nhiều trong nghiên cứu đấy!,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: cô ấy đã giúp mình rất nhiều trong nghiên cứu đấy! [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Họ có biết rằng họ chỉ là công cụ lao động cho chúng ta thôi không nhỉ?,Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Họ có biết rằng họ chỉ là công cụ lao động cho chúng ta thôi không nhỉ? [/INST] Implicit HS. This statement implies a sense of disdain or contempt towards the group being referred to as ""them,"" but it does so in a subtle way by using the passive voice and questioning tone."
"Đám người nhập cư trái phép này chỉ là một lũ xâm nhập, cần phải đuổi cổ hết về nước.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Đám người nhập cư trái phép này chỉ là một lũ xâm nhập, cần phải đuổi cổ hết về nước. [/INST] Explicit HS."
Bây giờ là lúc để cho tất cả những ai không đồng lòng ra đi!,Non HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Bây giờ là lúc để cho tất cả những ai không đồng lòng ra đi! [/INST] Explicit HS."
"Nếu từng xem bộ phim ""Xấu xa đồ"", bạn sẽ hiểu tôi đang nói về ai rồi đó.",Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nếu từng xem bộ phim ""Xấu xa đồ"", bạn sẽ hiểu tôi đang nói về ai rồi đó. [/INST] Implicit HS. The speaker is making a reference to a specific person or group without directly mentioning them."
"Nếu đôi converse trắng, đỏ, và xanh của bạn không còn trắng nữa thì quăng ngay đi! Tôi chán nhìn mấy đôi giày bẩn thỉu đó rồi.",Non HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nếu đôi converse trắng, đỏ, và xanh của bạn không còn trắng nữa thì quăng ngay đi! Tôi chán nhìn mấy đôi giày bẩn thỉu đó rồi. [/INST] Implicit HS. The speaker expresses their dislike for the dirty shoes in a roundabout way, using the phrase ""mấy đôi giày bẩn thỉu đó rồi"" (those dirty shoes are gone now) instead of directly stating that they dislike the shoes."
"Khi cô ấy nằm viện, ngày nào mẹ cũng tới thăm cô.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Khi cô ấy nằm viện, ngày nào mẹ cũng tới thăm cô. [/INST] Non HS. This statement is neutral and does not contain any explicit or implicit hate speech."
"Berlin sắp có công viên trẻ em lấy cảm hứng từ Hồi giáo, đúng là cách giáo dục ""độc đáo"" để trẻ em làm quen văn hóa người tị nạn.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Berlin sắp có công viên trẻ em lấy cảm hứng từ Hồi giáo, đúng là cách giáo dục ""độc đáo"" để trẻ em làm quen văn hóa người tị nạn. [/INST] Non HS. The text does not contain explicit or implicit hate speech. It is neutral and descriptive in nature."
"Chiến dịch phát tờ rơi gần đây trải dài khắp Colorado, xuất hiện trên mọi tờ báo và đài truyền hình lớn trong bang chỉ là một ví dụ điển hình thôi.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chiến dịch phát tờ rơi gần đây trải dài khắp Colorado, xuất hiện trên mọi tờ báo và đài truyền hình lớn trong bang chỉ là một ví dụ điển hình thôi. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
"Người ta bảo rằng cưới thú cưng ở một số nơi là chuyện bình thường, chắc là ở đấy coi động vật còn tốt hơn cả phụ nữ.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người ta bảo rằng cưới thú cưng ở một số nơi là chuyện bình thường, chắc là ở đấy coi động vật còn tốt hơn cả phụ nữ. [/INST] Non HS. The statement does not contain any explicit or implicit hate speech."
"Khác biệt là những người nhập cư hợp pháp khác đã trở thành công dân và đang hòa nhập vào xã hội, chứ không phải đang cố gắng thay đổi hệ thống pháp luật hiện tại đâu!",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Khác biệt là những người nhập cư hợp pháp khác đã trở thành công dân và đang hòa nhập vào xã hội, chứ không phải đang cố gắng thay đổi hệ thống pháp luật hiện tại đâu! [/INST] Non HS. The text does not contain any explicit or implicit hate speech. It is neutral in tone."
Chính phủ phương Tây đang phải học cách minh bạch tựa như bị soi dưới chiếc kính lúp.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chính phủ phương Tây đang phải học cách minh bạch tựa như bị soi dưới chiếc kính lúp. [/INST] Non HS. The text does not contain explicit or implicit hate speech. It is neutral in tone."
"Chắc chỉ có học từ lúc còn bế mới nói tiếng Anh giỏi như bây giờ, chứ nào có phải người bản xứ đâu.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chắc chỉ có học từ lúc còn bế mới nói tiếng Anh giỏi như bây giờ, chứ nào có phải người bản xứ đâu. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Người khiếm thính hay có vấn đề về thính giác cũng xứng đáng được hưởng quyền lợi và cơ hội như những ai không gặp phải tình trạng này.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người khiếm thính hay có vấn đề về thính giác cũng xứng đáng được hưởng quyền lợi và cơ hội như những ai không gặp phải tình trạng này. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
"Carver và Michael King chắc như nhau thôi, đều là kiểu nhân vật nói một đằng làm một nẻo!",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Carver và Michael King chắc như nhau thôi, đều là kiểu nhân vật nói một đằng làm một nẻo! [/INST] Non HS. The given text does not contain any explicit or implicit hate speech."
