original,translation,target,label,new_translation
there is still a lot of progress to be made in the fight against racism and discrimination in the united states,"Ở Mỹ, vẫn còn nhiều việc phải làm để tiến bộ hơn trong cuộc chiến chống lại phân biệt chủng tộc và kỳ thị.",Ethnic/Racial Minorities,Non HS,Còn rất nhiều việc phải làm trong cuộc chiến chống phân biệt chủng tộc và kỳ thị ở Mỹ đấy!
"this is not a true reflection of who they really are, and it is important to educate others on this matter  ","Điều này không thực sự phản ánh đúng con người họ, và việc giáo dục mọi người về vấn đề này là rất quan trọng.",Ethnic/Racial Minorities,Non HS,"Điều này không phản ánh đúng con người thật của họ, và việc giáo dục mọi người về vấn đề này là rất cần thiết."
"music is a universal language that can be understood by anyone, regardless of race, ethnicity, gender, or age","Âm nhạc là ngôn ngữ chung mà ai cũng có thể cảm nhận được, bất kể bạn là ai, từ đâu đến, giới tính hay độ tuổi nào.",Ethnic/Racial Minorities,Non HS,"Âm nhạc là ngôn ngữ chung của nhân loại, ai cũng có thể cảm nhận được, bất kể chủng tộc, dân tộc, giới tính hay độ tuổi."
"there is a long history of racism and discrimination in this country, and it is important for all of us to stand up for what is right","Ở đất nước này có một lịch sử dài về phân biệt chủng tộc và kỳ thị, nên việc chúng ta đứng lên bảo vệ lẽ phải là rất quan trọng.",Ethnic/Racial Minorities,Non HS,"Ở đất nước này có một lịch sử dài về phân biệt chủng tộc và kỳ thị, nên chúng ta cần cùng nhau đứng lên vì những điều đúng đắn."
"if we don't stand up for ourselves, no one else will.",Nếu mình không tự đứng lên bảo vệ bản thân thì chẳng ai làm điều đó thay mình đâu.,Ethnic/Racial Minorities,Non HS,"Nếu mình không tự đứng lên vì bản thân, thì chẳng ai làm điều đó cho mình đâu."
"this is not the case in real life, and we should not let these stereotypes affect our lives   ",Điều này không đúng trong thực tế và chúng ta không nên để những định kiến này ảnh hưởng đến cuộc sống của mình.,Ethnic/Racial Minorities,Non HS,"Cuộc sống thực tế không như vậy, đừng để những định kiến ảnh hưởng đến cuộc sống của mình nhé!"
there is a lack of diversity in the entertainment industry ,Ngành giải trí hiện nay còn thiếu sự đa dạng.,Ethnic/Racial Minorities,Non HS,Ngành giải trí đang thiếu sự đa dạng quá trời luôn!
"as a result of these stereotypes, there is an increased amount of bullying in schools and a higher rate of suicide  ",Do những định kiến này mà tình trạng bắt nạt trong trường học ngày càng gia tăng và tỷ lệ tự tử cũng cao hơn.,Ethnic/Racial Minorities,Non HS,Hệ quả của những định kiến này là tình trạng bắt nạt trong trường học gia tăng và tỷ lệ tự tử cũng cao hơn.
"in the united states, there is a lack of representation in the arts and entertainment industry, but there is also a lack of representation in government","Ở Mỹ, ngành nghệ thuật và giải trí còn thiếu sự đa dạng, mà trong chính phủ cũng vậy.",Ethnic/Racial Minorities,Non HS,"Ở Mỹ, không chỉ ngành nghệ thuật và giải trí thiếu sự đại diện mà ngay cả trong chính phủ cũng vậy."
"if we don't acknowledge the past, we wont be able to move into the future",Nếu mình không nhìn nhận quá khứ thì sẽ khó mà tiến bước vào tương lai được.,Ethnic/Racial Minorities,Non HS,"Nếu không nhìn nhận quá khứ, chúng ta sẽ khó lòng bước tiếp vào tương lai."
"it's not fair to assume that all of them think the same way, and its not fair to judge all of them by the actions of a few","Không nên vội vàng cho rằng tất cả mọi người đều suy nghĩ giống nhau, và cũng không công bằng khi đánh giá cả nhóm chỉ dựa trên hành động của một vài người.",Ethnic/Racial Minorities,Non HS,"Không thể nào mà đánh đồng tất cả họ đều suy nghĩ giống nhau, cũng như không công bằng khi đánh giá cả một nhóm chỉ qua hành động của một vài người."
there is no room for racism in our country     ,Không có chỗ cho phân biệt chủng tộc ở đất nước chúng ta.,Ethnic/Racial Minorities,Non HS,Không có chỗ cho sự phân biệt chủng tộc ở đất nước chúng ta!
there is no reason to believe that this is due to a lack of talent or ability   ,Không có lý do gì để tin rằng điều này là do thiếu tài năng hay khả năng đâu.,Ethnic/Racial Minorities,Non HS,Không có lý do gì để nghĩ rằng điều này là do thiếu tài năng hay khả năng cả.
"Asian Americans are the largest minority group in the United States, but they are the least likely to have a college degree or a high school diploma","Người Mỹ gốc Á là nhóm thiểu số lớn nhất ở Hoa Kỳ, nhưng họ lại ít có khả năng có bằng đại học hoặc tốt nghiệp trung học phổ thông nhất.",Ethnic/Racial Minorities,Non HS,"Người gốc Á ở Mỹ là nhóm thiểu số đông nhất, nhưng lại có tỷ lệ tốt nghiệp đại học và trung học thấp nhất."
"she is the founder and CEO of Black Girls Code, a nonprofit organization dedicated to closing the gender and racial digital divide by inspiring, educating and equipping","Cô ấy là người sáng lập và CEO của Black Girls Code, một tổ chức phi lợi nhuận với mục tiêu thu hẹp khoảng cách giới tính và sắc tộc trong lĩnh vực công nghệ thông qua việc truyền cảm hứng, giáo dục và trang bị kỹ năng.",Ethnic/Racial Minorities,Non HS,"Cô ấy là người sáng lập và CEO của Black Girls Code, một tổ chức phi lợi nhuận nỗ lực thu hẹp khoảng cách số giữa các giới và chủng tộc bằng cách truyền cảm hứng, giáo dục và trang bị kiến thức cho các bạn gái."
"she is the founder and CEO of Black Girls Code, a nonprofit organization dedicated to closing the gender and racial digital divide by inspiring, educating and equipping","Cô ấy là người sáng lập kiêm CEO của Black Girls Code, một tổ chức phi lợi nhuận với mục tiêu thu hẹp khoảng cách số về giới tính và chủng tộc bằng cách truyền cảm hứng, giáo dục và trang bị kiến thức.",Ethnic/Racial Minorities,Non HS,"Cô ấy là người sáng lập và CEO của Black Girls Code, một tổ chức phi lợi nhuận nỗ lực thu hẹp khoảng cách số giữa các giới và sắc tộc bằng cách truyền cảm hứng, giáo dục và trang bị cho các bạn gái."
"this is not to say that there is no racism in the united states, but it is not the same as it is in other parts of the world","Điều này không có nghĩa là ở Mỹ không có phân biệt chủng tộc, nhưng nó không giống như ở các nơi khác trên thế giới.",Ethnic/Racial Minorities,Non HS,"Điều này không có nghĩa là ở Mỹ không có phân biệt chủng tộc, nhưng nó không giống như ở nhiều nơi khác trên thế giới đâu nhé!"
"black men are more likely than any other racial or ethnic group in the united states to be victims of murder, according to the bureau of justice statistics","Theo thống kê từ Cục Tư pháp Hoa Kỳ, nam giới da đen có khả năng trở thành nạn nhân của các vụ giết người cao hơn so với bất kỳ nhóm chủng tộc hay sắc tộc nào khác ở Mỹ.",Ethnic/Racial Minorities,Non HS,"Theo thống kê của Cục Tư pháp, đàn ông da đen có nguy cơ trở thành nạn nhân của tội ác giết người cao hơn so với bất kỳ nhóm chủng tộc hay dân tộc nào khác ở Mỹ."
"black men are more than twice as likely to be killed by police as white men, even though they are less likely to encounter police in the first place","Người da đen có nguy cơ bị cảnh sát giết cao gấp đôi so với người da trắng, dù họ ít khi tiếp xúc với cảnh sát hơn.",Ethnic/Racial Minorities,Non HS,"Đàn ông da đen có nguy cơ bị cảnh sát giết hại gấp hơn hai lần so với đàn ông da trắng, mặc dù họ ít khi gặp cảnh sát hơn."
"she is the author of the new york times bestselling book,     ",cô ấy là tác giả của cuốn sách bán chạy nhất theo danh sách của New York Times.,Ethnic/Racial Minorities,Non HS,Cô ấy là tác giả của cuốn sách bán chạy nhất trên New York Times đấy!
"in order to make a difference in the world, you have to make a difference in the lives of those around you.",Muốn tạo ra sự thay đổi cho thế giới thì trước hết bạn cần tạo ra sự khác biệt trong cuộc sống của những người xung quanh mình.,Ethnic/Racial Minorities,Non HS,"Để thay đổi thế giới, trước tiên bạn cần thay đổi cuộc sống của những người xung quanh mình."
"in order to be successful, you have to be willing to fail, and you have to be able to fail publicly and be okay with that","Để thành công thì bạn phải sẵn sàng chấp nhận thất bại, và bạn cũng cần phải có khả năng đối mặt với thất bại trước mọi người mà vẫn cảm thấy ổn với điều đó.",Ethnic/Racial Minorities,Non HS,"Để thành công, bạn phải sẵn sàng chấp nhận thất bại, thậm chí là thất bại trước mắt mọi người và vẫn cảm thấy ổn với điều đó."
"this is not just a problem of the past, but it is also a problem of the present, and it is also a problem of the future",Đây không chỉ là vấn đề của quá khứ mà còn là vấn đề của hiện tại và cũng sẽ là vấn đề của tương lai.,Ethnic/Racial Minorities,Non HS,"Đây không chỉ là vấn đề của quá khứ, mà còn là thách thức của hiện tại và tương lai nữa."
"Judaism is a religion, but it is also a culture, a people, a history, a language, a way of life, and more","Do Thái giáo không chỉ là một tôn giáo mà còn là một nền văn hóa, một dân tộc, một lịch sử, một ngôn ngữ và cả một cách sống nữa.",Religious Groups,Non HS,"Do Thái không chỉ là một tôn giáo, mà còn là một nền văn hóa, một cộng đồng, một lịch sử, một ngôn ngữ, và là một phong cách sống nữa."
"My family is from a small town in Poland, where my grandparents and great grandparents were killed by the Nazis in the 1940s.","Gia đình mình đến từ một thị trấn nhỏ ở Ba Lan, nơi ông bà và cụ kỵ của mình đã bị giết hại bởi Đức Quốc xã vào những năm 1940.",Religious Groups,Non HS,"Gia đình mình đến từ một thị trấn nhỏ ở Ba Lan, nơi ông bà và cụ của mình đã bị phát xít Đức giết hại vào những năm 1940."
jews should not have to hide their identities in order to feel safe.,Người Do Thái không nên phải che giấu danh tính của mình chỉ để cảm thấy an toàn.,Religious Groups,Non HS,Người Do Thái không nên phải giấu đi bản sắc của mình để cảm thấy an toàn.
One of my earliest memories was of my mother telling me about the Holocaust.,Một trong những ký ức đầu tiên của mình là khi mẹ kể cho mình nghe về thảm họa diệt chủng Holocaust.,Religious Groups,Non HS,Một trong những kỷ niệm đầu tiên của mình là nghe mẹ kể về nỗi đau của Holocaust.
"I was raised to be proud of who I was, but I was also taught that I had to be careful about how I was perceived by others","Mình được dạy phải tự hào về bản thân, nhưng cũng cần chú ý đến cách người khác nhìn nhận mình.",Religious Groups,Non HS,"Mình được dạy phải tự hào về bản thân, nhưng cũng phải cẩn thận với cách người khác nhìn nhận mình nữa."
"my family was not religious, but we did have a menorah on the table at Chanukah and a seder plate at Passover","Gia đình mình không theo tôn giáo nào, nhưng đến Chanukah thì vẫn có một cây đèn menorah trên bàn và dịp Lễ Vượt Qua thì có đĩa seder.",Religious Groups,Non HS,"Gia đình mình không theo tôn giáo, nhưng mỗi dịp Chanukah thì vẫn có cái đèn menorah trên bàn và lễ Passover thì không thể thiếu đĩa seder."
"jews can be funny, but they are not funny all the time, and we should not expect them to be.","Người Do Thái có thể rất hài hước, nhưng không phải lúc nào họ cũng vậy, và chúng ta không nên kỳ vọng họ lúc nào cũng phải hài hước.",Religious Groups,Non HS,"Người Do Thái có thể hài hước, nhưng không phải lúc nào cũng vậy, và chúng ta không nên kỳ vọng điều đó từ họ."
"over the last few years, there has been a rise of anti Semitism in the US   ","Trong vài năm gần đây, tình trạng bài Do Thái ở Mỹ đã có dấu hiệu gia tăng.",Religious Groups,Non HS,"Trong vài năm qua, tình trạng chống Do Thái ở Mỹ đã gia tăng đáng kể."
"for the first time in my life, i feel unsafe in the place that is supposed to be the center of my religious and spiritual life.","Lần đầu tiên trong đời, mình cảm thấy không an toàn ở nơi vốn dĩ là trung tâm của đời sống tôn giáo và tinh thần của mình.",Religious Groups,Non HS,"Lần đầu tiên trong đời, mình cảm thấy không an toàn ở nơi mà lẽ ra phải là trung tâm của đời sống tâm linh và tôn giáo của mình."
"jews are just like everyone else, they are just like you, and they deserve to be treated with the same respect you would give anyone else","Người Do Thái cũng giống như mọi người thôi, họ cũng giống như bạn và xứng đáng được đối xử với sự tôn trọng như bạn dành cho bất kỳ ai khác.",Religious Groups,Non HS,"Người Do Thái cũng giống như mọi người khác thôi, họ xứng đáng được đối xử với sự tôn trọng như bạn dành cho bất kỳ ai khác."
"My grandparents were Holocaust survivors and my great grandparents were killed in the Holocaust, and my family has been in the United States since the 1800s","Ông bà của mình đã sống sót qua thảm họa diệt chủng Holocaust, còn cụ kỵ của mình thì không may đã mất trong sự kiện đó. Gia đình mình đã sống ở Mỹ từ những năm 1800.",Religious Groups,Non HS,"Ông bà của mình là những người sống sót sau nạn diệt chủng Holocaust, còn cụ của mình thì không may đã mất trong thảm kịch đó, và gia đình mình đã định cư ở Mỹ từ thế kỷ 19."
This is not the time to be silent.,Đây không phải lúc im lặng đâu mọi người ơi.,Religious Groups,Non HS,Đây không phải lúc để im lặng đâu!
jews do not believe in heaven or hell.,Người Do Thái không tin vào thiên đường hay địa ngục.,Religious Groups,Non HS,Người Do Thái không tin vào thiên đường hay địa ngục.
jews do not believe in heaven or hell.,Người Do Thái không tin vào thiên đường hay địa ngục.,Religious Groups,Non HS,Người Do Thái không tin vào thiên đường hay địa ngục.
jews do not believe in heaven or hell.,Người Do Thái không tin vào thiên đường hay địa ngục.,Religious Groups,Non HS,Người Do Thái không tin vào thiên đường hay địa ngục.
"in the last few years, there have been a number of incidents in the United States, Canada, Europe and Israel in which people have been assaulted,","Trong vài năm gần đây, đã có một số vụ việc ở Mỹ, Canada, châu Âu và Israel mà mọi người bị tấn công.",Religious Groups,Non HS,"Trong vài năm qua, đã có không ít vụ việc ở Mỹ, Canada, châu Âu và Israel liên quan đến việc mọi người bị tấn công."
"My grandparents were Holocaust survivors, but they never told me about it.","Ông bà mình từng sống sót qua thời kỳ Holocaust, nhưng họ chưa bao giờ kể cho mình nghe về chuyện đó.",Religious Groups,Non HS,"Ông bà của tôi là những người sống sót sau thảm họa Holocaust, nhưng họ chưa bao giờ chia sẻ câu chuyện đó với tôi."
i dont think i would have come out as gay.,Mình nghĩ có lẽ mình sẽ không công khai là người đồng tính đâu.,LGBTQ+,Non HS,Mình không nghĩ là mình sẽ dám công khai là gay đâu.
i don't want to be a man.,Mình không muốn làm đàn ông.,LGBTQ+,Non HS,Mình không muốn trở thành đàn ông đâu.
"when i was younger, i thought i had to be a certain way.","Hồi còn nhỏ, mình cứ nghĩ là mình phải sống theo một cách nào đó.",LGBTQ+,Non HS,"Khi còn trẻ, mình từng nghĩ rằng phải sống theo một kiểu nhất định."
"in 2018, the supreme court ruled in favor of a baker who refused to make a cake for a gay wedding based on his religious beliefs.","Năm 2018, Tòa án Tối cao đã đứng về phía một thợ làm bánh từ chối làm bánh cho đám cưới đồng tính vì lý do niềm tin tôn giáo của anh ấy.",LGBTQ+,Non HS,"Năm 2018, Tòa án Tối cao đã ra phán quyết ủng hộ một thợ làm bánh từ chối làm bánh cho đám cưới đồng tính vì lý do tôn giáo của anh ấy."
"it is not a choice, and it is not a lifestyle.","Đó không phải là sự lựa chọn, cũng không phải là một lối sống.",LGBTQ+,Non HS,Đây không phải là sự lựa chọn hay phong cách sống đâu nhé!
"i had a girlfriend in college, and i thought that i was straight, and i thought that i was going to be with her for the rest of my life","Hồi đại học mình có bạn gái và mình cứ nghĩ mình là trai thẳng, còn tưởng sẽ ở bên cô ấy suốt đời cơ.",LGBTQ+,Non HS,"Hồi đại học, mình có một cô bạn gái và cứ ngỡ mình sẽ yêu cô ấy mãi mãi, tưởng chừng như tình yêu này sẽ kéo dài suốt đời."
"when i was a kid, i used to think i was gay because i liked to play with barbie dolls and i wanted to be a cheerleader",Hồi nhỏ mình từng nghĩ mình là gay chỉ vì thích chơi búp bê Barbie và muốn trở thành cổ động viên.,LGBTQ+,Non HS,"Hồi nhỏ, mình cứ nghĩ mình là gay vì thích chơi búp bê Barbie và muốn làm cổ động viên."
"in fact, studies have shown that same sex couples are more committed to each other than opposite sex couples and are less likely to get divorced.","Thực tế, nhiều nghiên cứu đã chỉ ra rằng các cặp đôi cùng giới thường gắn bó với nhau hơn so với các cặp đôi khác giới và ít có khả năng ly hôn hơn.",LGBTQ+,Non HS,"Thực tế là, nhiều nghiên cứu đã chỉ ra rằng các cặp đôi cùng giới thường gắn bó với nhau hơn và ít có khả năng ly hôn hơn so với các cặp đôi khác giới."
"i knew i was gay when i was a freshman in college, but i didnt have the courage to come out until i was a senior.","Mình đã nhận ra mình là người đồng tính từ khi mới vào đại học, nhưng mãi đến năm cuối mình mới đủ can đảm để công khai.",LGBTQ+,Non HS,"Mình biết mình là người đồng tính từ năm nhất đại học, nhưng phải đến năm cuối mình mới đủ dũng cảm để sống thật với chính mình."
"i had a girlfriend in high school, but i didnt know what i was.","Hồi cấp ba mình có bạn gái, nhưng lúc đó mình chưa thực sự hiểu bản thân là ai.",LGBTQ+,Non HS,"Hồi cấp ba, mình có một cô bạn gái, nhưng lúc đó mình vẫn chưa hiểu rõ bản thân lắm."
"i knew i was gay from a very young age, but i didn't know what it was called or that it was okay to be gay.","Mình biết mình là người đồng tính từ khi còn rất nhỏ, nhưng lúc đó mình không biết nó được gọi là gì và cũng không biết rằng việc là người đồng tính là điều hoàn toàn bình thường.",LGBTQ+,Non HS,"Từ bé, mình đã biết mình thích con trai, nhưng không hiểu đó gọi là gì và cũng không biết là mình hoàn toàn có thể tự tin với điều đó."
"this is not the case in many countries, however, where homosexuality is illegal or taboo, making it difficult for homosexuals to come out of the closet.","Tuy nhiên, ở nhiều quốc gia khác thì không như vậy, nơi mà đồng tính luyến ái vẫn bị coi là bất hợp pháp hoặc là điều cấm kỵ, khiến cho người đồng tính khó có thể sống thật với bản thân.",LGBTQ+,Non HS,"Tại nhiều quốc gia, tình trạng này lại khác hẳn, khi mà đồng tính luyến ái vẫn bị coi là bất hợp pháp hoặc điều cấm kỵ, khiến cho những người đồng tính gặp khó khăn trong việc sống thật với chính mình."
theres no way i could be with a man.,Mình không thể nào yêu một người đàn ông được.,LGBTQ+,Non HS,Mình không thể nào ở bên một người đàn ông được.
marriage is not a human invention.,Hôn nhân không phải là một phát minh của con người đâu.,LGBTQ+,Non HS,Hôn nhân không phải là sáng tạo của con người đâu.
"in some countries, homosexuality is punishable by death.","Ở một số quốc gia, đồng tính luyến ái có thể bị xử phạt rất nặng, thậm chí đến mức tử hình.",LGBTQ+,Non HS,"Ở một số quốc gia, đồng tính luyến ái có thể bị xử án rất nghiêm khắc."
the term gay can be used to refer to either a man or a woman who is attracted to the same sex,"Từ ""gay"" có thể được dùng để chỉ cả nam và nữ khi họ bị thu hút bởi người cùng giới.",LGBTQ+,Non HS,"Thuật ngữ ""gay"" có thể dùng để chỉ cả nam lẫn nữ khi họ bị thu hút bởi người cùng giới."
"if youre a woman who has sex with a man, youre not a dyke, and if youre a man who has sex with a","Nếu bạn là phụ nữ và có quan hệ với đàn ông thì bạn không phải là đồng tính nữ, và nếu bạn là đàn ông và có quan hệ với...",LGBTQ+,Non HS,"Nếu bạn là phụ nữ và có quan hệ với đàn ông, thì bạn không phải là ""dyke"", và nếu bạn là đàn ông..."
"she had a boyfriend for a year and a half before she realized that she was in love with a woman, not a man, and that she was","cô ấy đã có bạn trai được một năm rưỡi trước khi nhận ra rằng mình thực sự yêu một người phụ nữ chứ không phải một người đàn ông, và rằng cô ấy là người đồng tính.",LGBTQ+,Non HS,"Cô ấy đã có bạn trai được một năm rưỡi, nhưng rồi mới nhận ra rằng trái tim mình lại thuộc về một người phụ nữ chứ không phải đàn ông."
this is the first time in history that a majority of american adults believe that homosexuality is a way of life that should be accepted by society.,Đây là lần đầu tiên trong lịch sử mà phần lớn người trưởng thành ở Mỹ tin rằng đồng tính là một lối sống nên được xã hội chấp nhận.,LGBTQ+,Non HS,"Đây là lần đầu tiên trong lịch sử, đa số người lớn ở Mỹ tin rằng đồng tính luyến ái là một lối sống đáng được xã hội chấp nhận."
i dont know what i would have done without her.,Mình không biết sẽ ra sao nếu không có cô ấy bên cạnh.,LGBTQ+,Non HS,Mình không biết cuộc sống sẽ ra sao nếu không có cô ấy bên cạnh.
"when i was in college, i had a roommate who was gay.","Hồi mình còn học đại học, mình có một bạn cùng phòng là người đồng tính.",LGBTQ+,Non HS,"Hồi còn học đại học, mình có một người bạn cùng phòng là gay."
"when i was a kid, i didnt have a word for what i was, but i knew that i was different from the other girls.","Hồi nhỏ, mình không biết gọi tên cảm giác của mình là gì, nhưng mình biết mình khác với những bạn gái khác.",LGBTQ+,Non HS,"Khi còn nhỏ, mình không biết gọi cảm giác của mình là gì, nhưng mình luôn cảm nhận được mình khác biệt so với những bạn gái khác."
"when i was growing up in the 1950s, homosexuality was considered a mental illness by the american medical association and the american psychiatric association.","Hồi tôi còn nhỏ vào những năm 1950, thì Hiệp hội Y khoa Hoa Kỳ và Hiệp hội Tâm thần Hoa Kỳ đều coi đồng tính luyến ái là một căn bệnh tâm thần.",LGBTQ+,Non HS,"Khi tôi lớn lên vào những năm 50, đồng tính luyến ái bị coi là bệnh tâm thần bởi Hiệp hội Y khoa Mỹ và Hiệp hội Tâm thần học Mỹ."
there is no scientific basis for believing that the sexual orientation of an individual is determined by any aspect of the environment in which he or she is raised.,Không có cơ sở khoa học nào cho rằng xu hướng tính dục của một người được quyết định bởi môi trường mà họ lớn lên.,LGBTQ+,Non HS,Không có cơ sở khoa học nào cho thấy xu hướng tình dục của một người bị ảnh hưởng bởi môi trường mà họ lớn lên.
"the first time she had sex was with another woman, and she realized, oh, this is what im supposed to be doing with my life.","Lần đầu tiên cô ấy quan hệ là với một người phụ nữ khác, và cô nhận ra rằng, à, đây mới là điều mà mình thực sự muốn làm trong cuộc đời.",LGBTQ+,Non HS,"Lần đầu tiên cô ấy có trải nghiệm tình dục với một người phụ nữ khác, và cô nhận ra, ôi, đây chính là điều mà cuộc đời mình đang hướng tới."
"there is nothing wrong with being gay, and you should never let anyone tell you that you are wrong or bad for being who you are.","Không có gì sai khi là người đồng tính, và bạn không nên để ai nói rằng bạn sai hay xấu chỉ vì bạn là chính mình.",LGBTQ+,Non HS,"Không có gì sai khi là người đồng tính cả, đừng để ai đó nói với bạn rằng bạn sai hay tệ vì là chính mình nhé!"
"when i was in high school, i had a crush on this girl who was a year older than me, and she had a crush on me too","Hồi mình còn học cấp ba, mình từng thích một cô bạn học trên mình một lớp, mà cô ấy cũng thích mình nữa.",LGBTQ+,Non HS,"Hồi còn học cấp ba, mình đã thích một cô bạn lớn hơn một tuổi, mà cô ấy cũng thích mình nữa."
"when i was a little girl, i didnt know what it meant to be gay, but i did know that i didnt fit in with the other girls","Hồi nhỏ, mình không biết ""gay"" nghĩa là gì, nhưng mình biết rõ là mình không giống các bạn gái khác.",LGBTQ+,Non HS,"Khi còn bé, mình không hiểu thế nào là đồng tính, nhưng mình biết chắc là mình không giống những cô gái khác."
"when i was a kid, my mom used to call me a tomboy, and i hated it.","Hồi nhỏ, mẹ hay gọi mình là ""con trai"", mà mình ghét lắm.",LGBTQ+,Non HS,"Hồi nhỏ, mẹ hay gọi mình là ""con trai"", mà mình thì không thích chút nào."
"when i was a kid, i had no concept of homosexuality.","Hồi nhỏ, mình chẳng biết gì về đồng tính cả.",LGBTQ+,Non HS,"Hồi nhỏ, mình không hề biết đến khái niệm đồng tính."
she didnt want her parents to think that she was a deviant.,Cô ấy không muốn bố mẹ nghĩ rằng mình là người khác thường.,LGBTQ+,Non HS,Cô ấy không muốn ba mẹ nghĩ rằng mình là người khác thường.
"just because youre a girl, doesnt mean you have to wear a dress and have your nails done and be a cheerleader and have a boyfriend.","Chỉ vì bạn là con gái không có nghĩa là bạn phải mặc váy, làm móng, làm hoạt náo viên hay có bạn trai đâu.",LGBTQ+,Non HS,"Chỉ vì bạn là con gái không có nghĩa là phải mặc váy, làm móng, làm cổ động viên hay có bạn trai đâu nhé!"
"i had a boyfriend in high school, but i was never attracted to him, and i was never attracted to any of the guys i dated in college",Hồi cấp ba mình có quen một bạn trai nhưng mình không có cảm giác gì với cậu ấy. Lên đại học mình cũng hẹn hò vài người nhưng cũng chẳng thấy rung động gì cả.,LGBTQ+,Non HS,"Thời cấp ba mình có bạn trai, nhưng thật ra mình không hề cảm thấy thích, và đến cả những chàng trai mình hẹn hò ở đại học cũng vậy."
"when i was a kid, my mom used to tell me that i could marry any boy in the world, but i could never marry a girl.","Hồi nhỏ, mẹ mình hay nói mình có thể cưới bất kỳ chàng trai nào trên thế giới, nhưng không thể cưới một cô gái.",LGBTQ+,Non HS,"Hồi nhỏ, mẹ hay bảo mình rằng mình có thể cưới bất kỳ chàng trai nào trên đời, nhưng không bao giờ được cưới một cô gái."
marriage is not just about love.,Hôn nhân không chỉ đơn thuần là về tình yêu đâu.,LGBTQ+,Non HS,Hôn nhân không chỉ đơn thuần là tình yêu đâu nhé!
 i think people need to understand... gay people need to be able to get married and have equal rights.,Mình nghĩ mọi người cần hiểu rằng người đồng tính cũng cần được kết hôn và có quyền bình đẳng như mọi người khác.,LGBTQ+,Non HS,"Mình nghĩ mọi người cần hiểu rằng, người đồng tính cũng xứng đáng được kết hôn và có quyền lợi như bao người khác."
" since the 1960s a lot of us have been advertising our sexual preference - i felt so different, and my whole life i thought that there was something","Từ những năm 1960, nhiều người trong chúng ta đã bắt đầu công khai xu hướng tình dục của mình. Tôi cảm thấy rất khác biệt và suốt cả cuộc đời mình, tôi luôn nghĩ rằng có điều gì đó không ổn.",LGBTQ+,Non HS,"Từ những năm 60, nhiều người trong chúng ta đã tự tin bày tỏ sở thích tình dục của mình - mình cảm thấy khác biệt, và cả cuộc đời mình cứ nghĩ rằng có điều gì đó không ổn."
 i feel like god changed my heart.,Mình cảm thấy như Chúa đã thay đổi trái tim mình vậy.,LGBTQ+,Non HS,Mình cảm thấy như Chúa đã thay đổi trái tim mình.
" 50,000 people marched in hong kong in favor of same-sex marriage- the biggest gay pride parade in the world that i know of",50.000 người đã diễu hành ở Hồng Kông ủng hộ hôn nhân đồng giới - đây là cuộc diễu hành tự hào lớn nhất về cộng đồng LGBT mà mình từng biết.,LGBTQ+,Non HS,"Có đến 50,000 người đã diễu hành ở Hồng Kông ủng hộ hôn nhân đồng giới - một trong những lễ hội tự hào lớn nhất thế giới mà mình biết!"
a significant minority of lgbtq youth have suicidal intentions and self-harm.,Một bộ phận không nhỏ trong cộng đồng thanh niên LGBTQ có ý định tự tử và tự gây tổn thương.,LGBTQ+,Non HS,"Một số bạn trẻ LGBTQ+ đang phải đối mặt với ý định tự tử và tự làm tổn thương bản thân, điều này thật sự đáng lo ngại."
 you look nice today!,Hôm nay trông bạn thật đẹp!,LGBTQ+,Non HS,Hôm nay bạn trông thật xinh đẹp!
 0.34% of the total population of the u.s. identifies as bisexual.,"Có khoảng 0,34% dân số Mỹ tự nhận mình là người song tính.",LGBTQ+,Non HS,"Chỉ có 0.34% dân số Mỹ tự nhận là người song tính thôi, nghe có vẻ ít nhỉ!"
 lgb are still discriminated in many places in the world or forbidden to express their love,Nhiều nơi trên thế giới vẫn còn kỳ thị người đồng tính và cấm họ thể hiện tình yêu của mình.,LGBTQ+,Non HS,"LGBT vẫn bị phân biệt ở nhiều nơi trên thế giới, hoặc không được tự do thể hiện tình yêu của mình."
" so what makes you a lesbian if youre still dating someone of the opposite sex?, someones asked me. it's a good question. \n",Vậy điều gì khiến bạn là người đồng tính nữ nếu bạn vẫn đang hẹn hò với người khác giới? Có người đã hỏi tôi như vậy. Đó là một câu hỏi hay đấy.,LGBTQ+,Non HS,"Có người hỏi mình: ""Vậy điều gì khiến bạn là người đồng tính nữ nếu bạn vẫn hẹn hò với người khác giới?"" Thật sự là một câu hỏi hay đấy!"
 marriage equality is not simply a matter of fairness but also a matter of family values. - same-sex couples are not different from opposite-,Hôn nhân bình đẳng không chỉ là vấn đề công bằng mà còn liên quan đến giá trị gia đình. Các cặp đôi đồng giới cũng không khác gì so với các cặp đôi khác giới.,LGBTQ+,Non HS,"Bình đẳng hôn nhân không chỉ là chuyện công bằng mà còn là giá trị gia đình, vì các cặp đôi cùng giới cũng giống như cặp đôi khác giới thôi mà!"
" relationships between people of the same sex are recognized in all countries and territories except saudi arabia, vietnam, and egypt.","Quan hệ giữa những người cùng giới được công nhận ở tất cả các quốc gia và vùng lãnh thổ, trừ Ả Rập Xê Út, Việt Nam và Ai Cập.",LGBTQ+,Non HS,"Mối quan hệ giữa những người cùng giới được công nhận ở hầu hết các nơi trên thế giới, chỉ trừ Ả Rập Xê Út, Việt Nam và Ai Cập thôi."
